articleID,url,title,createTime,recovery,label
650,https://www.mobile01.com/topicdetail.php?f=454&t=5704554,北投豐年路一段與大業路交叉口要蓋了(緊鄰新北投支線),2019/2/1 16:09,不知此案實際成交大概落在什麼價格,1
876,https://www.mobile01.com/topicdetail.php?f=454&t=713997,對房地產的怨念只會害了自己,2008/7/31 09:02,哦，我在台灣自住的一棟，還有農地改建的工廠與農地，這或許不算房子吧，還不算在美國的房子在美國算棟的嗯，我不算投資客不過我的成本是零，所以不會有賠本的問題你的話也有語弊，是兩層房子還是兩棟房子有兩棟的投資客可能會少一些現在沒話說在扯這些呀業代現在都閒閒沒事在回我的留言，真閒，看來景氣真的很差你可能不久要轉業了，這樣意氣消沉倒是不好,1
1108,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=100732&Itemid=0=6#105693,三重雙站匯,2018/10/30 17:24,捷運站附近是很不錯，不過字頭真的太貴，不如過個橋，到下一站的先嗇宮站附近，也是重劃區，價格只要字頭，那個新濠漾不是打萬的不二價嗎過一個橋看似地點沒多遠，但是環境感覺差很多就像是中正橋，一邊是臺北市，一邊是永和整個行政區域的感覺，從天龍國下降就是有差,1
14,https://www.mobile01.com/topicdetail.php?f=454&t=6194653,木柵遠雄晴川,2020/9/20 22:30,當初有去排早鳥有優購卡印象中是少左右，開價確實是左右，不過原本想排的是面北邊的戶型，但預選時只剩面敦皇的坪，最後就沒訂了,1
428,https://www.mobile01.com/topicdetail.php?f=454&t=5995120,(5分)請問台北市建議買文山區還是萬華區?(公司在中和員山路靠近板橋這),2020/1/5 00:20,身為資深臺北人直接跟你說文山區沒錯我就是歧視萬華臺北人很討厭萬華人，住臺北千萬別說你住萬華，很丟臉。,0
613,https://www.mobile01.com/topicdetail.php?f=454&t=5981596,買老屋等都更？！,2019/12/20 23:26,我朋友花億買了北市間屋齡年的鬼屋說等都更後就能開法拉利他目前還在騎機車還在等一個奇蹟的出現,1
20,https://www.mobile01.com/topicdetail.php?f=454&t=6244513,玉成公園旁信義一品即將開賣,2020/11/24 19:12,賞屋心得提供大家分享，雖然要賣完了哈,1
359,https://www.mobile01.com/topicdetail.php?f=454&t=5995395,北投市場旁大興街中央南路口圍籬拆了,2020/1/5 13:36,麗寶大基地都更案好像終於要動了,1
482,https://www.mobile01.com/topicdetail.php?f=454&t=5898394,台北市失敗的人行道,2019/9/12 16:33,簡稱歷史共業早期建築法規就是那樣如果要照你講的現行的規範是可以做到的但是實際上能施工的量體有多少能符合到你所想要的結果呢公有地就算了私人土地要怎樣協調阿政府忙其他事都忙不完了還搞這一塊,0
455,https://www.mobile01.com/topicdetail.php?f=454&t=2086122,想真正了解房市走勢的人進來吧!,2011/4/1 13:49,還真的越來越懶得回覆你了，因為你的基本假設就是台灣房市就快崩盤了，但你這個假設根據是什麼恐怕連你自己也不知道，因為你只是單純把期望當成必然了要不你先講清楚，你是看到什麼現象而認為即將要崩盤了，不要老是說應該懂我的意思這種好像是神諭的論調，可別把自己當成無所不知的神了我的論調中並沒有先假設會崩盤還是會持平或續漲，而是試著比對歷史與現在的狀況，又再比較各國的狀況來判斷是否能夠拿來預測台灣未來走向因為我也很想知道未來的趨勢在哪基本上，我雖然名下有房子，但是老是看著別人的房子漲幅超過我的，總有一種被剝奪感，又加上幾年前想要自己開公司而不斷保留現金，以至於錯失換屋的好時機因此，我也十分期望房市能夠再來一次大崩盤但我研究過許多認為會大崩盤論調的講法，例如民國百年大泡沫陳國華在部落格的看法張金鶚的觀點等等，但沒有一個人的講法能夠說服我，因為我總能輕易地提出反證唯一比較能說服我的看法只有一點，也是我不斷強調的,0
323,https://www.mobile01.com/topicdetail.php?f=454&t=6172004,人口負成長~地雷房會越來越多?台灣房價開始反轉向下?,2020/8/21 22:58,幻想文。故事編得太爛。看標題就知道是某粉絲團派來發文的。,0
667,https://www.mobile01.com/topicdetail.php?f=454&t=5465896,石牌 <中租御景> 建案已完銷 群組已創立,2018/5/20 21:25,萬，請問有多一點資料嗎如果字頭，是可以考慮,1
146,https://www.mobile01.com/topicdetail.php?f=454&t=2853073,住在台北市文山區的各位 來報到吧!,2012/7/22 18:05,我現在住隆德天下崇德隆盛新村感覺很好晚上不用吹冷氣開窗戶就很涼了,1
624,https://www.mobile01.com/topicdetail.php?f=454&t=1170748,請問有人看過內湖安泰街上的綠之湖嗎?,2009/8/3 00:11,上星期還看到綠之湖登全版廣告可見真的沒有賣很好前幾天回家經過看一下點燈率只有幾戶其實看冷氣機比較準只是晚上太暗看不清楚,0
748,https://www.mobile01.com/topicdetail.php?f=454&t=5509540,頂樓加蓋還是能買嗎？,2018/7/9 15:14,臺北各大百貨公司從頂樓看下來公寓頂樓全是鐵皮加蓋出國回松山機場要降落看出去的景象也是藍藍綠綠紅紅全是鐵皮加蓋連樓華廈也都有頂樓加蓋了我小時候就住天母華廈頂樓加蓋會拆我是不信啦不過我是很佩服那些爬樓回家的人,0
749,https://www.mobile01.com/topicdetail.php?f=454&t=2731555,RAZZLE是誰呢?戳破文林苑懶人包,2012/5/10 15:01,不是你我。大家都關心公共議題，打打嘴砲試圖弄清事實與真相到底是什麼，是一回事，誤以為自己是大法官，強制要求不同意見者認同他的憲法解釋觀點，是另一回事，大家當然有各自表述憲法的言論自由，不過那對大法官對都更條例違不違憲的認定一點影響也沒有。既然大法官目前還不確定要不要審理這起釋憲案，大家就靜觀其變吧，不過有件事情是很明確的就算都更條例最後真的被釋憲為違憲，對於文林苑都更案的影響也微乎其微就是,1
384,https://www.mobile01.com/topicdetail.php?f=454&t=1049908,捷運萬隆站附近的房子,2009/5/11 11:01,崇德隆盛新村應該就是水快旁一區淺色的新成屋吧每次開車經過，就發現還有設計窗型冷氣的開口這年代買得起臺北市房子的人應該都裝分離式了吧哪個年代的眷村改建圖就拿來用吧已經可以想像到，未來這建物，外面又會掛著一個一個的室外機，加上白色冷媒管的恐怖景象,0
643,https://www.mobile01.com/topicdetail.php?f=454&t=5901679,求買台北市房子地段建議,2019/9/16 21:02,萬要買奇岩新建案，買不到的如果是說奇岩的老公寓，那其實也不用奇岩，只要年以上老公寓，萬到處都有都不含車位,1
464,https://www.mobile01.com/topicdetail.php?f=454&t=5817676,大安區最近房價,2019/6/11 19:27,大安區喔上億的中古豪宅降個千萬的很多但千萬的舊公寓或大樓降價的很少,1
604,https://www.mobile01.com/topicdetail.php?f=454&t=5947073,26歲小家庭的貸款成數,2019/11/10 10:03,謝謝大家的建議我們已經在新竹光埔區買預售屋了，總價萬左右，預期才會交屋，這段時間努力多存一些錢雖然房子不大，但已經足以讓我們有個結婚的保障。,1
646,https://www.mobile01.com/topicdetail.php?f=454&t=3651293,景美華固地上權建案,2013/11/19 12:17,其實我覺得有錢人才不會買地上權，這個案子是可以低價在臺北市擁有華固蓋的新屋，，不住用去當租屋族，至於住了年還有多少價值天知道，就當房子是消費,1
808,https://www.mobile01.com/topicdetail.php?f=454&t=3413318,預售屋-【士林官隱】可否購買？？,2013/6/16 19:05,看到這只想到我家功德做很大,0
1212,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=9923&Itemid=0=12#52064,台北市~捷麗，大大評價一下，外觀优缺点？,2018/2/11 23:49,笑死一般自住客就是自助兼投資心態別把別人汙名化了就算趴已經算非常高公設比了別打高空好不好我這人不會唱高調的加油好嗎最好是我不懂啦臺北市一堆建案空設比都壓在趴以下我看過一堆的你當我沒看過房子你這又不是超豪宅點出事實行情而已點破關鍵並非攻擊但這就是現實情況某人捧特定區域太明顯了加油好嗎當房仲當假的大別人是不是投資客干卿何事別人捧大同區乾你啥事別人是不是房仲跟你何干別人喜歡買以上公設與你有關係嗎你自認為點破關鍵又有何意義,0
691,https://www.mobile01.com/topicdetail.php?f=454&t=986696,青年公園VS大安森林公園,2009/3/22 22:23,是您說的都是是您孤陋寡聞環河南路萬板路萬板大橋華江橋華中橋華翠橋水源快速道路市民大道不知大大您是否聽過請問臺北市中心在哪您已何處為中心定位點您知不知道臺北最近的大規模都市更新計劃地點為何甚至臺北市計畫打造的雙子星地段為何或許大安地段真的人文素質較高但是我還真不知道萬華人都是野蠻人小弟是南港長大的似乎也是野蠻人,0
343,https://www.mobile01.com/topicdetail.php?f=454&t=6169385,台北房子真的有人要嗎?,2020/8/20 03:06,真的超貴租房也是,0
329,https://www.mobile01.com/topicdetail.php?f=454&t=6173735,沒被帶看過，是否需要付仲介費?,2020/8/24 15:37,自己跟屋主成交強烈建議用自己認識的代書或自己朋友介紹的然後花點小錢做履約保證這樣出問題的機率就很小了。,1
146,https://www.mobile01.com/topicdetail.php?f=454&t=2853073,住在台北市文山區的各位 來報到吧!,2012/7/22 18:05,每塊地都有所有權吧也許他們是先買地，但一直閒置等房地產起來了就開始開發，養地的事情每家建設公司都做，譬如信義區。如果墓地是國家的，他們也不能挖啊另外，這邊墓地要遷，可能持續民國年才遷一部分，不可能全部遷走。臺北市的預算一年可能只能遷萬個墓地，但全台不知有沒有萬個只有嚴重會影響觀瞻的才需要，所以要慢慢等了。,0
154,https://www.mobile01.com/topicdetail.php?f=454&t=4751268,中正區 太平洋之森 2016都更新建案,2016/3/28 11:34,這案子這週日我有去，想說探探價錢沒想到居然大爆滿，連停車場都是滿的。有點出乎我意料之外。排了很久輪到我有桌可坐，看得出來銷售小姐有點疲憊，但還是蠻用心介紹房子的。基地夠大，四邊有退縮，算是一個可以自成一格的環境。規劃不錯，我個人是覺得蠻適合要自己住的，撇開髒髒舊舊的環境不說，還蠻適合居住的。樣品屋一間，室內出奇的大有沒有偷偷放大尺寸是無從得知，但銷售小姐很強調這點，這家老牌建商比較不會東灌西灌坪數的樣子。價格也算平實，好像出頭到幾，不知道折扣多少倒是以上，小小心得提供分享。,1
691,https://www.mobile01.com/topicdetail.php?f=454&t=986696,青年公園VS大安森林公園,2009/3/22 22:23,您好我就住在青年路上沿著公園第一排沿著青年公園都是有點歷史的國宅我住的是近期新建的也住快年吧可以跟您說說好處首先我常去青年公園並不覺得治安差晚上很多人在運動公園也乾淨然後後因為過條馬路就直接接馬場町去自行車道騎腳踏車真的很方便一邊往淡水一邊往景美不用像朋友還要開車來青年公園歷史較久所呈現風貌較不同式不同的味道當然樹也比較大顆啦比大安大呵公園第一排其實很不錯因為你前面就是公園不會有人在你前面蓋房子擋住你說實話是很愜意更不會有大安的車水馬龍跟吵雜青年路車流量總不會比大安周邊多吧此外我覺得車不難停白天幾乎是好停晚上我通常都找的到當然找不到時也有停車場不過最近覺得車多了就停到河堤去一個月但是要騎機車去簽比較快至於青年公園缺點就是大安居民素質感覺是比較高因為我沒住在那純粹是感覺這裡有時會看到一些沒公德心的人還有離捷運站太遠,1
539,https://www.mobile01.com/topicdetail.php?f=454&t=6021358,好像台北房地產市場沈悶 - 台北房市出現四不 業者﹕死魚盤難解 ( 經濟日報房地產版),2020/2/11 21:18,好的區位跟營建品質優良的房屋還是能夠保值甚至增值的。但是要仔細選過。,1
251,https://www.mobile01.com/topicdetail.php?f=454&t=2090393,電梯費用的分攤........,2011/4/4 17:41,真的要算清楚那可不是那麼簡單吧，你計較樓層，就有人計較人口，計算人口，就會有人計較頻率訪客，最好的方式可能就是用儲值卡吧。有人提到高樓層的入住成本較高，是跟樓下沒關系的，我覺得不太對，因為建造成本是一棟大樓的費用，如果建商這個建案要賺萬，那表示高樓層的越貴，低樓層的就愈便宜，如果每層的價錢一樣，那高樓層的價格下降，低樓層的則會上揚。,1
405,https://www.mobile01.com/topicdetail.php?f=454&t=1460350,請問北市內湖士林景美的居住心得？,2010/3/12 09:51,還一棟沒說到星美飯店旁的囉國家元首棟還有幾戶再賣圓山森林我看很拼了那邊轉角紅線給他停看看屬快速必拖區廣告一下，有需要停車位的人還有一車位，比前港公園便宜喔,1
24,https://www.mobile01.com/topicdetail.php?f=454&t=5180116,南港衝刺建設，低價高CP值大樓分享【《有圖有照》】<持續更新>,2017/6/15 09:18,天阿，南港也太多旅館了來座大遠百還差不多,0
532,https://www.mobile01.com/topicdetail.php?f=454&t=5960641,萬華東騰元町賞屋心得,2019/11/26 12:51,插播一下，賞屋後，請去當地的兩喜號魷魚羹吃一下，搭配炒米粉跟蝦捲。很好吃的食物。,1
808,https://www.mobile01.com/topicdetail.php?f=454&t=3413318,預售屋-【士林官隱】可否購買？？,2013/6/16 19:05,內科人實力真的很雄厚可以買總價千萬的房子,1
734,https://www.mobile01.com/topicdetail.php?f=454&t=1118893,為何台北市內湖區康樂街跟安泰街這邊的房子價格這麼低?,2009/6/30 00:51,我去年三月就在那邊看中一間老公寓，東湖路與康寧路往捷運站方向旁的第一條巷子，走路到捷運站分鐘有找，當時的成交價一坪不到萬坪請問，這樣算不算是瞭解行情呢再說，你所謂的賺到公設車位那些不用錢嗎你當建商都是傻子嗎舉例來說，郝市長所謂一坪換一坪，現在老公寓有坪，改建後你還是拿到坪，但是扣掉公設與車位，室內會剩多少以公設來說，約坪，車位約坪，這樣就要坪了，，從三房變房這樣是賺到什麼就算室內還給你坪，換言之，你得在花錢去買坪公設車位，假設一坪萬來算，萬，車位算你萬就好，改建後，你還得給建商萬以上如果有說錯，煩請指教，謝謝。照大大的說法，老公寓只要有改建的題材，就可以賣改建後的價錢嗎這樣何不直接來買已經改建的就好，何避去等待改建呢,1
384,https://www.mobile01.com/topicdetail.php?f=454&t=1049908,捷運萬隆站附近的房子,2009/5/11 11:01,我看了一下都更處的文件，未來十五年內政府獎勵都更區域包括溪洲街以南到潤華大樓以北的部份，請問這塊區域是否是公有土地已經有建商與住戶在談了嗎個人覺得這邊是萬隆一帶居住品質相對較優的部份，緊離師大分部旁有公園國小，道路綠樹成蔭，令人印象深刻。那位大大能夠提供消息，謝謝,1
351,https://www.mobile01.com/topicdetail.php?f=454&t=6043588,"請問已買或想買東煒建設""大可山石""的建案",2020/3/12 13:44,推測賣方可能是地主戶或是預售屋買者，才會委託仲介，說實在，該建案的交通與生活機能甚至沒自己目前所住的好雖然也沒差到哪裡，但，空氣與環境品質感覺好些，也是剛完工的新屋但價格則高出自前所住房屋一節，建材是最近看過約十個中最普通的一個，說要賣多高價格也不可能吧所以實價登錄確實也反應了該有的價位,1
24,https://www.mobile01.com/topicdetail.php?f=454&t=5180116,南港衝刺建設，低價高CP值大樓分享【《有圖有照》】<持續更新>,2017/6/15 09:18,南港開發走狹長型說實在松機週圍光要都更就很爽了沒辦法像南港一堆空地玩兵工廠那塊應該算最大但爭議最高我不署環保人士就是南港應該算臺北市僅存空地最多的區域除非松機整個鏟掉,1
659,https://www.mobile01.com/topicdetail.php?f=454&t=4525944,忠孝無極投資客全數慘遭套牢,2015/9/6 00:39,無極六字頭，森之丘要五，納美要四嗎會不會太扯,0
24,https://www.mobile01.com/topicdetail.php?f=454&t=5180116,南港衝刺建設，低價高CP值大樓分享【《有圖有照》】<持續更新>,2017/6/15 09:18,蓋了那麼多，實在是很擔心未來交通附近的路就那麼大條，也沒啥空間可拓寬了,0
1060,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=101429&Itemid=0,基隆 中正藏馥 有點貴,2019/5/6 17:44,在基隆這裡每坪開價萬其實算有點貴不過建商在臺北也推過不少建案，衛浴設備也不錯在老街區有這樣的推案是可以參考的,0
146,https://www.mobile01.com/topicdetail.php?f=454&t=2853073,住在台北市文山區的各位 來報到吧!,2012/7/22 18:05,靠近萬芳醫院興隆路上的新味珍海產全家常去打打牙祭價格實惠又好吃老闆娘是正妹隔壁有雞頭烤肉是東西先炸過再烤很多人買回家當下酒菜文山區除了環境優小學也多我兒子國小班上才人感覺老師也比較能照顧到校區使用空間比市中心要來的大很多小孩也比較能悠遊自在多了有信義快和捷運交通很方便過隧道很快就到大安區和信義區缺點大概就是進入木柵都要過隧道讓不是住木柵的人感覺不佳吧,1
750,https://www.mobile01.com/topicdetail.php?f=454&t=5669993,北投-華固新建案,2018/12/23 15:18,看過華固天鑄的公設質感後就回不去了華固品質真的算還不錯,1
32,https://www.mobile01.com/topicdetail.php?f=454&t=6212315,六張犁站的東昀昀,2020/10/13 17:24,請問一坪可談到多少呢,1
1526,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=6177&Itemid=0,三重-集美學-大不同,2015/3/13 13:55,去看三重這建案坪還要萬，我個人覺得太貴，是市場已經變成這樣嗎不知大家有何看法,0
161,https://www.mobile01.com/topicdetail.php?f=454&t=4076123,天天見面的同事要跟我借戶口~如何拒絕不傷感情,2014/9/15 22:41,直接以不方便為由回絕，借戶口就跟借錢沒兩樣,0
351,https://www.mobile01.com/topicdetail.php?f=454&t=6043588,"請問已買或想買東煒建設""大可山石""的建案",2020/3/12 13:44,感覺大哥是購屋老手，這樣的算法第一次看到立馬筆記一下最近也在看一些新屋，這樣可以做為砍價的基準,1
284,https://www.mobile01.com/topicdetail.php?f=454&t=6090469,圓山帝寶 ！ 有人去看過嗎？？,2020/5/12 14:49,這邊萬賣不掉大約左右這邊其實比較算後港士林萬一堆地方都比這邊好，怎麼賣房子這種東西地段還是決定一切，建商我反而覺得其次,1
235,https://www.mobile01.com/topicdetail.php?f=454&t=5135240,請問有台北市中正國中，可以寄戶籍的嗎?,2017/4/29 18:33,全台灣家長校友學姊後勤工作最好的，一定是北一女,1
620,https://www.mobile01.com/topicdetail.php?f=454&t=5492719,昇陽鵬城,2018/6/20 11:03,好處是可以將公司登記在裡面好處是可以知道鄰居晚上是不是還在裡面公司難道不能登記在一般事務所嗎查一查麻不要當鍵盤高手專家回去算命好嗎鄰居加班熬夜在辦公都會知道，是走到影印機印東西，還是一男一女走到茶水間，還是走出來，或是走進去原來你家是這樣蓋的阿你在家大便鄰居也會知道嗎哈哈真是可憐你住這種老公寓了法規就是可以可以適用自用住宅稅率，想反駁我又拿不出什麼，只能講一堆一大早真是辛苦你這小摩星好朋友了,1
579,https://www.mobile01.com/topicdetail.php?f=454&t=5833817,台北市的門牌真的比較好嗎？,2019/6/30 22:38,小弟家住萬華目前工作在土城工作在土城，為何迷思臺北市門牌號碼，又為何捨近求遠，土城暫緩重劃區捷運海山站及土城站之間，您的總價，即可選擇許多好的建案，二房寬敞，臺北市選擇二房狹小居住環境，樓主要三思不要在臺北市門牌中迷思。,1
756,https://www.mobile01.com/topicdetail.php?f=454&t=4523707,大台北瓦斯   管線定檢通知單  強迫檢查？,2015/9/3 21:41,之前也是說要來檢查我特地上網查號碼去電詢問確認真有其事才放他進門看了看果然說熱水器的彎管金屬的地震有可能會裂開要換個比較安全的還說原價隨帳單收但是假如付現給他只收掙扎良久還是答應了結果換了個像瓦楞紙土黃色的橡皮管感覺不會比金屬的牢固看了這串我想我應該是被唬了,0
506,https://www.mobile01.com/topicdetail.php?f=454&t=3999549,台北的房價有曾經下跌過嗎 ?,2014/7/20 16:28,我身邊還真的有這幾種人哈哈,0
201,https://www.mobile01.com/topicdetail.php?f=454&t=2012981,請問新北投捷運站附近的房價為何漲不太動??,2011/2/16 17:51,越晚改建越增值,1
228,https://www.mobile01.com/topicdetail.php?f=454&t=6140401,北市石牌房價,2020/7/13 11:31,我查了一下實價登錄，裕民六路上的那些大樓，今年到目前為止，交易數只有件麗石，麗池，吾上琚，實住吉，價格不等，但都是萬以上我覺得不是價格問題，而是這一帶的交易，目前就只能用冷清兩字來形容而已，要買的人就是不多當然沒有賣不出去的房子，所以要看到底有沒有人出價人家是不想買，還是嫌貴假如是後者的話那降價還有意義，前者的話，那降價不會更好，人家會懷疑是不是房子有問題，這種情形就只能等了,0
646,https://www.mobile01.com/topicdetail.php?f=454&t=3651293,景美華固地上權建案,2013/11/19 12:17,水果行招牌那就是景美夜市從二號出口看出去的彼此關係優衣庫已經開幕了，見星瀚的官網,1
24,https://www.mobile01.com/topicdetail.php?f=454&t=5180116,南港衝刺建設，低價高CP值大樓分享【《有圖有照》】<持續更新>,2017/6/15 09:18,我覺得是因為大家都知道會塞所以自動避開,0
1124,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=100697&Itemid=0,"響往獨棟獨門獨戶~""基隆悠活台北村""好嗎?",2018/10/19 15:04,那個地點坦白說開車到臺北還蠻快的不過前提是要有車，如果是搭大眾交通的話是非常不方便，再來生活機能方面只有社區的小型便利店，附近沒什麼店家，天氣的話是真的比較容易下雨，加上那邊鄰保護區，會有反潮的現象，濕上加濕,0
599,https://www.mobile01.com/topicdetail.php?f=454&t=5980856,住台北市or新北市的選擇,2019/12/20 07:51,說實在我的確有住新北市開豪車的念頭，但是想一想車子折舊率高，二來搬出去北市能夠回來的機率也是未知，開豪車爽一時住北市炫一世。,1
102,https://www.mobile01.com/topicdetail.php?f=454&t=3301806,台北大同區新建案,2013/4/10 04:29,建商本身應該是已完銷，沒在賣了當初預售扣除特殊幾戶外，建商的成交行情是。近期是地主戶及部份第一手買家有拿出來賣，成交行情的確在上下我也覺得的設計越看越,1
132,https://www.mobile01.com/topicdetail.php?f=454&t=6255778,大同區明倫社會住宅,2020/12/8 19:43,照民意代表這邏輯，基本上未來社會住宅只能往郊區蓋，不然每蓋一棟賠不完社會住宅是提供較低價的居住成本，所以本來就不應該放在蛋黃區或鬧區,0
143,https://www.mobile01.com/topicdetail.php?f=454&t=4524349,有人可以分享自家窗外或是陽台不錯的VIEW嗎,2015/9/4 13:39,夜景獻醜一下，白天視野雖然滿遠的，但主要看到的還是無盡的頂樓加蓋,1
789,https://www.mobile01.com/topicdetail.php?f=454&t=4594780,合建成屋分配比例,2015/11/3 16:17,基地坪容積坪，不過蓋樓，用建蔽率倒推回去容積蓋到坪，多了的容積是都更嗎重建一般來說應該很難多那麼多容積獎勵吧,1
128,https://www.mobile01.com/topicdetail.php?f=454&t=6162369,中山區新建案「東騰界」,2020/8/10 20:56,附近的忠泰繪建案也給大家參考看看,1
632,https://www.mobile01.com/topicdetail.php?f=454&t=3828312,奇岩重劃區,2014/3/24 14:07,奇岩重劃區為低密度開發，所以每坪單價下不來，要註意的是，分前中後限高，建商要在總高度蓋更多房子，變造成房屋樓高過低，未來裝潢後壓迫感大,0
190,https://www.mobile01.com/topicdetail.php?f=454&t=6175635,我終於買房了!!,2020/8/26 23:18,我已經準備好當個文山好居民了，等森林公園和生態公園落成，一定要文分享去踩點。,1
219,https://www.mobile01.com/topicdetail.php?f=454&t=5541623,想請教古亭站建案<拓璞>,2018/8/13 23:58,此案公設比為，但公設不多，玄機在車道有相當比例列入公設。這是建商慣用手法，也完全合法。這也是政府不敢推動實坪制的原因之一，畢竟金權當道仍是政治現實。高嘉瑜加油,0
675,https://www.mobile01.com/topicdetail.php?f=454&t=3412156,我和兒子的新狗窩.....................開箱,2013/6/15 20:55,非常希望有機會開箱只是想租間正常的房子都有難度,0
455,https://www.mobile01.com/topicdetail.php?f=454&t=2086122,想真正了解房市走勢的人進來吧!,2011/4/1 13:49,市場上沒有專家，只有輸家跟贏家樂觀上車悲觀下車多做善事，不管何時買都是對的,1
292,https://www.mobile01.com/topicdetail.php?f=454&t=6038715,請問合矩青山,2020/3/5 21:19,認真回兩個都不怎麼樣,0
747,https://www.mobile01.com/topicdetail.php?f=454&t=5026572,[維多利亞建設][內湖][山丘小墅],2016/12/28 22:55,一段尾淹水。建案在二段頭。其實相隔不遠。中間差一個連續壁的山坡地而已,0
73,https://www.mobile01.com/topicdetail.php?f=454&t=6254319,整天吵不停的廟會活動,2020/12/7 07:31,是的一些多是流氓在弄台灣這點倒是太自由了小心黑道,0
103,https://www.mobile01.com/topicdetail.php?f=454&t=6249136,未來想接公婆來北部，可以給我一點建議嗎,2020/11/30 13:36,有錢的話，甚麼都不是問題，買棟透天一起住，沒錢的話，就考慮幫兩老另外租一間公寓，不過通常跟公婆住問題會比較多，這點也要註意一下喔,1
